11362	A2WLNSZ9U0T1S3	1406073600	B000PKKAFK B000Q6SU3C B00068OYGC B000050FDY B000JPJM5K B001508FM4 B000IV0REA B0015068PA B002BH4VY6 B003KVO0DY B0043P0I1O B00940DUEK	B00JGGWEWQ-1 B004L3VLFK-0 B004GOH1YO-0 B001LF39VA-0 B004GOH1YO-0
2509	A1FCK3RR3CB4TF	1406073600	B00FQMPDJK B00FJG607C B00FV58KB0 B00KTSHBZ0	B00LDUS8H8-1 B00DJ2PLDM-0 B003GHA5GS-0 B002ZUQODA-0 B00GW239HG-0
5576	A1XNL3C5RL8AC	1406073600	B00KQ224YW B00G5K3AWE B005F6UWXE B009K6ECTU B00LIASY0Y B00I0GFB2I	B00KCXZ4VK-1 B00EYGHP6S-0 B000GCNBLW-0 B0029O0BZ4-0 B00EYGHP6S-0
1966	A1BV7953RLM07E	1406073600	B009TAKESK B00G5K3AWE B00JYVPGBY B005F6UWXE B00K8GTETO B00JK2DS8K B00JTHUQ3Q B00I2GVJGS B009OPE27Y B00JHP0S3S B00F4AO8GI B00K994HBU B008OJ0QBW B00KD08Z9A B00LIASY0Y	B00J4LBHGM-1 B007GQLVWW-0 B00FK79XFQ-0 B000KPPFL4-0 B003LZRR1Q-0
15590	A3MG6W50A24W2T	1406073600	B009OPE27Y B00F3KCGJU B00CRSHVSM B00IMC5BWA B009TAKESK B00IT40BDA B005F6J6EK B00I2GVJGS B00JHP0S3S B00K8GTETO B00K1KNEVQ B00G5K7L24 B008F0XRM0 B00F4AO8GI B009W7GBW8 B00KD08Z9A B00KCU5I9G B00LIASY0Y B00H7M3XWQ B00CD4P8Q2	B00KGIAK06-1 B0050R7ZJC-0 B000GG6BFG-0 B00432LWVC-0 B002BX4E0Q-0
8604	A2FWZ58M6IQMD7	1406073600	B000668QYU B001VEK1GW B002C741MW B003IJVU5E B003NS39X6 B003UA7F46 B002BUBA8S B003R2OPWW B00028LX1U B00BVY4HCG	B00JHKSKZQ-1 B00BQ6EYCC-0 B002CQU58W-0 B00L9BRHGY-0 B0042M896E-0
15401	A3LGT6UZL99IW1	1406073600	B000O58QM0 B003IJVU5E B004G5PJT2 B001ECQ5VG B003TVTWLU B0070YQP6M B001B13PC2 B000Z1GLQG B0013OUJRG B004UOHPK0 B008619IB2 B0013OULFQ B0076YOX3I B0074KC5LQ B007X72DVW B0096J28Z6 B001GL1VGE B000NILWRE B0007A2E0W B0013OSK6I B0013OXA5Y B0013OULOC B0001TNV24 B007LEO4Y6 B0013OQGO6 B0013OQGDC B001GAOGU8 B009A6KFDC B009EPIMCU B00CAYNWY0 B00BKNLHAS B008Y5UF4E B001MA2ZEQ B0036BCXXC B0018NG20U B00GY9DJCC B00FUM0TDQ B00C1E7SHQ B0025UUU9E B0013OVVSW B00GZWDG7Q B002OSWW34 B00JHKSKZQ B00GTEWS42	B00IUJZK7G-1 B001KQ7JO8-0 B00C5IS1YC-0 B002CGT092-0 B00022W4ZU-0
18676	ACXIU3Z88X7CJ	1406073600	B00IJZNG1S B00GA4QZZ4 B00CCGK2J4 B001QY8QXM B0017ZHZZ0 B004SGKMA0 B004RWZ1RE B003WR3QSG	B000NL0T1G-1 B004RSXNE6-0 B00067E4YU-0 B004IR3044-0 B001IEXVGM-0
17213	A45S6D1P309G9	1406073600	B00005R19P B002CVUYHE B003KVO05M B003BVINQI B00314DYNW B004WMEA12 B005IMZ7QC B00CAGJHVA B00GY2AXZA B00H8MYRJI B00BBFR9RU	B00K0KEDQM-1 B001HP7AQE-0 B0086UI32S-0 B005XZC9YW-0 B0086UI32S-0
3320	A1K3QII0DFSTV2	1406073600	B00JGZNL4W B00IL0YDIG B00GUA2UZ2 B00GID1TBW	B00JYW5K1Y-1 B002W7NMAY-0 B00B0G42O8-0 B0002NUO6K-0 B004GZ16F8-0
11647	A2YDMQCHYJIYPG	1406073600	B00I2GVJGS B00J09K8EA B00JYVPGBY B00B4PWFE4 B00JK2DS8K B00J18JNZA B00HIM5D6O B00G5K3AWE B009W7GBW8 B00IT40BDA B00HDPZCH6 B00F4AO8GI B00JDV07NW B00JTHUQ3Q B005F6J6EK B009OPE27Y B00JHP0S3S B005F6UWXE B007ZQYLAW B00J4LBHGM B00KORUGXK B00L6FWTJ8	B00KGIAK06-1 B004XVNDL0-0 B0009F3N82-0 B002AU3SRU-0 B004XVNDL0-0
12895	A35W3JQYP0M655	1405987200	B00028P37U B000G647Y8 B000FK1V2Q B000JK0WOA B000BKY7BW B000F3QG0U B0014WU8FA B000TD0PXU B000WY09D2 B000HHMAHC B000052Y69 B001G7QSQG B001PLHRPO B000HX1M8Y B000HX1N0Q B001HCM7AQ B000EQW3ZA B000OMGYTA B003KVPYWU B002UXRXEG B001AWWC0S B002RL8FL6 B000TZ60RS B002PQ8BQM B00314DYNW 1933622865 B000BD0RAE B0002DUTGU B0030HG054 B000NP5RRI B000S0CVDQ B005H1ENTQ B001E5E29K B0013OSH2K B003M38932 B00068JKNO B005D2TB9G B002VPE7VK B00004OCL3 B004LL9AF0 B0013N58F0 B000Q71HY0 B007MB5YMO B000UPRISM B0064BRISQ B001UB5YB8 B003R2OPWW B00014I4XK B000CGZFAC B0001TNCK0 B002JPVT72 B0021JD2S0 B00068UBYQ B00014DRNW B0013OW2KS B0035BYOSA B00488WWTC B0001KFDEC B002PY7P4I B0013OSK6I B00020HRI6 B000NILWRE B006KXSOA4 B000QU8WF4 B001GAOGKS B0013OZCGE B00016WS5I B00CP4H3T0 B00126FELQ B00CN0SRMS B00B4CYRHA B004ASER98 B00BKNLHAS B00024D1ZA B00014DADY B00A5MSE2Y B000NRYTM0 B0009ETAZ8 B0018NE57M B00BHHFMOY B00940DVQ2 B007JIRYZU B0016HHWXY B005NAT3JG B00CAYNWY0 B000F4V9CO B002E7N1CG B0013OVVSW B0055713UO B00AAVP43M B001G7QHSK B00HNKQTTQ B00FUM0TDQ B00DU54RL0 B00CBFQEEI B00FEBM0SU B00AQIULD2 B002Y27J9C B003BUWHA2 B00HK61L3C B00CGK5GWE B00ANKN1PI B00JQM9126 B00024D87Q B00HG69D8G B002Y27JD8 B00JGGWEWQ B008D5KHIY B003ZW9LOQ B00L1H4I0Y	B00AWHMVVW-1 B005O1UZEQ-0 B0086UI32S-0 B000GHL62I-0 B0016L4T0O-0
21931	AWPN47SSWK1JV	1405987200	B000BGK968 B001EJMY46 B001508FM4 B0003087Y8 B001G7R3KG B0015QVG56 B0037KMI0A B004H44GB4 B003KVNZRQ B005DNOZEG B00ARTK9FK B001ECQ53E B0013OULFQ B0055CMKTC B000QVDJ10 B00AV5K7TI B0055CNA6O B0057R7YTQ B0020I3750 B00FULZMM0	B00G2TEHXO-1 B00GDCZFCM-0 B004L5JC0Y-0 B000ZK6NSI-0 B00028OLUA-0
12375	A32T585IZ0DJX2	1405987200	B009OPE27Y B00F4AO8GI B009TAKESK B00D8JITS0 B00KD08Z9A B00939J5T6 B00LIASY0Y B00IU5VYNO	B00J6DCLIQ-1 B009XHQGY0-0 B0007CNJTA-0 B009LA4VOG-0 B002AMW33I-0
21836	AW6X0U0MYPPSN	1405987200	B000G647Y8 B002QG0C2W B001UTR0WG B002RBGYXW B00CX6K70W	B00BCPTH6U-1 B00AWKQWJQ-0 B0013OSD6K-0 B006ZIUSK8-0 B0002F7IEY-0
15709	A3N27L13CWJ9HY	1405987200	B0009X9FQS B004PXAHZG B003KVNZRQ B003KVO05M B00314DYNW B003M38932 B001Q7ODSG B0002D4QBE B008RVJJZG B00CRGO6AK B003NTHWLU	B00JGGWEWQ-1 B001BOXJF2-0 B0013OXEKK-0 B00BBF9Z40-0 B0001TRS0U-0
12118	A319Y83RT0MRVR	1405987200	B0019LFG0S B0009F3RUG B0009F3RTC B003XE0X1Q B003KVO05M B004QWVY8K B00440F3GS B0036THLRW B004OQQLTU B003X5FYJQ B00ARF44N2 B0013OQGO6 B0013OXA5Y B000Z1GLQG B000NILWRE B0013OULFQ B0013OSK6I B0013OUJRG B007LEO4Y6 B0001TNV24 B0013OULOC B0013OQGDC B0021YV8LS B0007A2E0W B00AQ3ZJJS B00AOJ5R64 B009A6KFDC B0055CMKTC B0055CK0OE B00ANL58EO B0055CJ2NO B009EPIMCU B00BKNLHAS B0070TVXAA B008Y5UF4E B0036BCXXC B00CAYNWY0 B006TEWMZM B00DSICT1Y B0036THMLM B0013OVVSW B0025UUU9E B004VMKE18 B001TIHYKQ B001TP16P8 B00DVPNRL0 B00C1E7SHQ B0055JC4J6 B00FUM0TDQ B0013OUIZO B004O2J8X0 B00HHRK202 B00523A31Q B001J13AJM B00HT6E4SM B005TSTBYE	B00EW1SNRA-1 B003SP60XK-0 B0019LWTWG-0 B00DSXU52O-0 B009VSFZ70-0
7767	A2AVWHAP4IUN0G	1405987200	B00GYSP2L4 B00KO3EYLE B00HHEPECQ B00KXE9RWU B00KYB12ZM B00L3FXET0 B00DG17ARQ B00KBAVNDW B00KO4LACY B00KCJPPXG B00KGRBGEG B00JZRX9SE	B00LJBMCKK-1 B004K8N0Z0-0 B005UO6NRA-0 B00E9IQUI0-0 B0017U1Q6E-0
16434	A3ROWQH3C8RZAO	1405987200	B008MKFPPK B009LA8ZDY B00AWHMVVW B00FJQFJX8 B00COCNZ86	B00COCIMH0-1 B0082EB7V2-0 B0057D87SW-0 B001AJD0UM-0 B00443AN92-0
21066	ARJUHOGLU4VK0	1405987200	B00LBE8SMG B00HK5RFBK B00HK61L3C B00HK6B9X4 B00J7HQ1L4	B00I9J7KSY-1 B000OBY4MU-0 B00016QT7Q-0 B001G8Y9WA-0 B00638EXJ2-0
16470	A3RWAZ9BR2G5JO	1405987200	B00FQMPDJK B00FJG607C B00FV58KB0 B00KTSHBZ0	B00LDUS8H8-1 B00GA9P5P0-0 B003TLY3CI-0 B005FAAI1G-0 B002BX5BBC-0
21174	AS72ZSPIP5AKS	1405987200	B000B74Z3U B005N0FXGI B0087GQFVC B0001APVP8	B00DCE3G5C-1 B003Q3C9S4-0 B0038KA5RC-0 B00FQKI3W6-0 B004FO2DSE-0
7110	A26ZA5ZV0BPRXK	1405987200	B009OPE27Y B00CRSHVSM B00I2GVJGS B005F6UWXE B00K2F32KS B00HDPZCH6 B00G5K7L24 B00IT40BDA B008OJ0QBW B00GUTEYN4 B00HIM5DG4 B00LIASY0Y B00I0GFB2I	B00HIM5B02-1 B007OSBYRY-0 B007OSBYRY-0 B002JNM8YM-0 B00E1OI4F4-0
16640	A3SUMEW6IX7G7K	1405987200	B00AWRHA1S B000RH1TRE B00E6PCZMG B00L1H4I0Y B00K2N9PQU B000GIQSV6 B00HHMHKMK	B00JH3U3Q2-1 B00GK7A3MM-0 B00028N8LI-0 B0002YOQXQ-0 B001LRPUMY-0
6984	A2680I7K3PJ6OO	1405987200	B00B324NUC B00HRN92KC B00HL7J4RU B00HL7QK90 B00HL6G0EG B00HL6Y72I B00C5TN8FS B00D7UID22 B00HVCHP62 B00HBGBRY4	B00IWV0AUO-1 B000PHR0D8-0 B0014I4XMS-0 B0012G5YMK-0 B00CRSHVSM-0
6973	A265KF0CQ058RZ	1405987200	B00HDPZCH6 B00K994HBU B00K7DD890 B00HIM5DG4 B00KD08Z9A B00LIASY0Y B00KCXZ4VK	B00K0K06RC-1 B00BWB3J2W-0 B001JCVM6O-0 B00D2IAXIQ-0 B000VS96KG-0
12011	A30OFW96VX5YHV	1405987200	B0034792RS B00387F7EQ B002Q1CGAS B004FO2DSE B001LF2IRG B00027CBTY B000GFJK0U B001QJAHIY B002VWJZHE B000A6V8FU B00840296G B004RCW7DK	B00FK79XFQ-1 B00H04EAN2-0 B00078ZJQA-0 B006SV0HQM-0 B001ET7EFA-0
6478	A22X0ECS2Z0CAA	1405987200	B00FQMPDJK B00FJG607C B00FV58KB0 B00KTSHBZ0	B00LDUS8H8-1 B00CCHBA8U-0 B002ONHBBW-0 B00F8H7WOC-0 B00CEFCKN4-0
6431	A22LQGRG61FDYW	1405987200	B00DPE9EQO B00FT8ZHHE B00JBZPA46 B008RPDC8W B00CLRUSF2	B00L06278G-1 B00J6DCLIQ-0 B001F1DV72-0 B001F1DV72-0 B00JDJK4PK-0
6391	A22F3BWM7RAHDA	1405987200	B0009XQUES B0013TTO1S B0009STN4M B0014JRAAY B00940DUEK B00006WNPX B001FPEDHA B007QRAUAA B000FOA7BS B00CFP4HSO	B00IQN770Y-1 B000RZQNV8-0 B003UA7F46-0 B000LJHZEO-0 B0015KZKAO-0
22044	AXJ1CLF65RNNF	1405987200	B00014DUWA B00JEKYNZA B00K2N9PQU B008RPDC8W B00FJQFJX8 B00FKE2P36 B00HMTK8OU B00GDV55B4 B00BBSPMIU B00CLRUSF2 B00COCREVU	B00COCIMH0-1 B001BBFND6-0 B003BVINRC-0 B00FDE09LI-0 B004L6NTHU-0
985	A15TX8B2L8B20S	1405987200	B00JZRX9SE B00DCAJ6TG B00L2NX8YE B00H2SOE0U B00FKOLE88 B00GW5NZ3G B00DOJG6RA	B00GYSP2L4-1 B00070QHEQ-0 B00GFY8WLY-0 B002OVMO5M-0 B001ANQKC8-0
11448	A2X54P8DYYW4L1	1405987200	B000MGOXAA B000GIQRW6 B0036THMYE B001THV4UI	B00IQFMZRC-1 B004TGZDKS-0 B0050FKPU0-0 B00DCE3G5C-0 B002VM49EI-0
10980	A2UDURI0WLWG1Q	1405987200	B00657YP94 B006RB5Y9I B006R09VVQ B008KA2N1G B0098QI1YE	B00JQM9126-1 B00EIU49LO-0 B001B4F75W-0 B00EIU49LO-0 B004R66PVG-0
12435	A336FE20YZZL3A	1405987200	B0037KMI0A B003BVINQI B003X5FYJQ B0098I0D4S B00B57QQVY B001ECQ53E B00B84JQSE B0021YV8LS B00HT6E4SM	B00HHRK28E-1 B0015NZ6FK-0 B003N9UQK4-0 B007I7GBK6-0 B005YU8SXM-0
12508	A33J61NHIEW31F	1405987200	B0001CNL1M B00013YZ0C B000S850UY B002RXCPAQ B00068OTE4	B00CQKWTP6-1 B002VFD7GG-0 B0001IEYK8-0 B00FC5Z0T4-0 B0013UOWGO-0
1297	A17V9XL4CWTQ6G	1405987200	B000FYZMYK B0000645VY B001HX36A0 B001V7RNDS B000QU5JSM B0037QGKSK B002W6Z0YG B0009E3KXQ B003BI2E3E B0019LWTWQ B005IHJ556 B002RSVTHQ B001G7R2SE B001G7QEPQ B0007ZH18M B004C7MTLA B001FUT6LS B005URI2VW B007Z5UEE0 B008L32GBO B0076LCMSE 1933622865 B005QSI8A0 B0087MFX1Y B0087TZVW8 B005HGRLEK B004UOHPK0 B0001TNV24 B0013OULOC B0013OQGDC B006VKRXSU B00C76U1YA B001G7QPC8 B00FZ29ICO B00005UCPZ B00BRTP5K8 B000052YE9 B00GZWDG7Q B00IUJZK7G B00BZASUDS B00HXETGX8 B00K0KEDQM	B00L9BRHGY-1 B00HHDDCYE-0 B00070QHEQ-0 B0052P0T5Y-0 B00C7AR748-0
21380	ATCN30QWF0VMH	1405987200	B000053UOC B0000536Y7 B0097AD1RS B004DGM2B2 B008FZ81C6 B00GDV55B4 B00FJQFJX8	B00C6TUFY4-1 B000RYJ780-0 B00B0JVPG8-0 B000LVIU5U-0 B0009XH6NM-0
10844	A2TI0CVHOSN2WO	1405987200	B00HHMHKMK B00K2CY25K B00CFQWOLK B006VYJHBC B00A3LHIO2	B00H2SFTYK-1 B000EZUQI2-0 B000XLW1WG-0 B001ANQKC8-0 B00020HV1E-0
